MST_DEG,MST_Fn,DMST_DEG,DMST_Fn,Actuator Cylinder_DEG,Actuator Cylinder_Fn,U2DiVA_DEG,U2DiVA_Fn,Cactus_DEG,Cactus_Fn,ARDEMA2D_DEG,ARDEMA2D_Fn,Qblade_DEG,Qblade_Fn
,,,,,,234.8013061,-5.306162253,,,,,,
,,,,,,239.0491678,-5.126082887,,,,,,
,,,,,,242.3205095,-5.21632628,,,,,,
,,,,,,246.0801112,-5.289050639,,,,,,
,,,,,,249.8397129,-5.34751532,,,,,,
,,,,,,253.5993146,-5.32755177,,,,,,
,,,,,,257.3589163,-5.309014188,,,,,,
,,,,,,261.118518,-5.320421931,,,,,,
,,,,,,264.8781197,-5.307588221,,,,,,
,,,,,,268.6377215,-5.307588221,,,,,,
,,,,,,272.3973232,-5.297606446,,,,,,
,,,,,,276.1569249,-5.24912354,,,,,,
,,,,,,279.9165266,-5.19636273,,,,,,
,,,,,,283.6761283,-5.180677084,,,,,,
,,,,,,286.9273897,-5.147322114,,,,,,
,,,,,,289.9212065,-5.116206704,,,,,,
,,,,,,292.4064327,-5.408432148,,,,,,
,,,,,,295.17535,-5.344894192,,,,,,
,,,,,,297.6891892,-5.257679347,,,,,,
,,,,,,301.4487909,-5.162139502,,,,,,
,,,,,,304.4512228,-5.01449682,,,,,,
,,,,,,307.0054684,-4.821925131,,,,,,
,,,,,,308.4661528,-5.166987915,,,,,,
,,,,,,309.9890572,-5.560923242,,,,,,
,,,,,,312.204191,-5.3321866,,,,,,
,,,,,,314.0947239,-5.152157727,,,,,,
,,,,,,317.5125436,-4.918932767,,,,,,
,,,,,,319.5418217,-4.671391857,,,,,,
,,,,,,320.7594724,-4.816627497,,,,,,
,,,,,,324.3481831,-5.103674821,,,,,,
,,,,,,327.9368938,-4.837018837,,,,,,
,,,,,,329.9875857,-4.672319553,,,,,,
,,,,,,332.278841,-4.290164121,,,,,,
,,,,,,334.7708666,-4.315579304,,,,,,
,,,,,,335.9541599,-4.57957817,,,,,,
,,,,,,337.24836,-4.781990298,,,,,,
,,,,,,340.1754158,-4.347421972,,,,,,
,,,,,,342.6335187,-3.89588007,,,,,,
,,,,,,344.984882,-3.64037959,,,,,,
,,,,,,347.0925483,-3.464170692,,,,,,
,,,,,,350.0065607,-3.656142826,,,,,,
,,,,,,352.7160869,-3.483086149,,,,,,
,,,,,,355.6212337,-3.031208827,,,,,,
,,,,,,357.9401519,-2.719530603,,,,,,
,,,,,,359.8295676,-2.714422811,,,,,,
