Export File Created with QBlade v0.96 64bit on 09.07.2020 at 17:39:04
_TSR4.5 solidity=0.10 ua,_TSR4.5 solidity=0.10 ua,
Azimuthal Position Blade 1 [deg],Total Tangential Load Blade 1 [m],
2.10000e+02,4.79122e+01,
2.15000e+02,6.40785e+01,
2.20000e+02,3.43740e+01,
2.25000e+02,8.72007e+01,
2.30000e+02,1.14096e+02,
2.35000e+02,1.58092e+02,
2.40000e+02,1.46243e+02,
2.45000e+02,1.32130e+02,
2.50000e+02,1.37300e+02,
2.55000e+02,1.28365e+02,
2.60000e+02,1.29286e+02,
2.65000e+02,1.15662e+02,
2.70000e+02,1.06716e+02,
