Export File Created with QBlade v0.96 64bit on 03.07.2020 at 21:26:08
10m TSR2.5 solidity=0.10 6-SinPanels,10m TSR2.5 solidity=0.10 6-SinPanels,TSR2.5 solidity=0.04,TSR2.5 solidity=0.04,TSR2.5 solidity=0.04 -2,TSR2.5 solidity=0.04 -2,TSR2.5 solidity=0.04 UA VL ICS0.7 MW3,TSR2.5 solidity=0.04 UA VL ICS0.7 MW3,TSR2.5 solidity=0.05,TSR2.5 solidity=0.05,TSR2.5 solidity=0.05 UA VL ICS0.7 MW3,TSR2.5 solidity=0.05 UA VL ICS0.7 MW3,TSR2.5 solidity=0.06,TSR2.5 solidity=0.06,TSR2.5 solidity=0.10,TSR2.5 solidity=0.10,TSR2.5 solidity=0.10 10-SinPanels,TSR2.5 solidity=0.10 10-SinPanels,TSR2.5 solidity=0.10 6-SinPanels,TSR2.5 solidity=0.10 6-SinPanels,TSR2.5 solidity=0.10 6-SinPanels UA,TSR2.5 solidity=0.10 6-SinPanels UA,TSR2.5 solidity=0.10 UA VL,TSR2.5 solidity=0.10 UA VL,TSR2.5 solidity=0.10 UA VL ICS0.5,TSR2.5 solidity=0.10 UA VL ICS0.5,TSR2.5 solidity=0.10 UA VL ICS0.5 MW3,TSR2.5 solidity=0.10 UA VL ICS0.5 MW3,TSR2.5 solidity=0.10 UA VL ICS0.5 MW4,TSR2.5 solidity=0.10 UA VL ICS0.5 MW4,TSR2.5 solidity=0.10 UA VL ICS0.5 MW6,TSR2.5 solidity=0.10 UA VL ICS0.5 MW6,TSR2.5 solidity=0.10 UA VL ICS0.5 WRF0.34375,TSR2.5 solidity=0.10 UA VL ICS0.5 WRF0.34375,TSR2.5 solidity=0.10 UA VL ICS0.547,TSR2.5 solidity=0.10 UA VL ICS0.547,TSR2.5 solidity=0.10 UA VL ICS0.7 MW3,TSR2.5 solidity=0.10 UA VL ICS0.7 MW3,TSR2.5 solidity=0.10 UA VL WLF0.325,TSR2.5 solidity=0.10 UA VL WLF0.325,TSR2.5 solidity=0.10 UA VL WLF0.3375,TSR2.5 solidity=0.10 UA VL WLF0.3375,TSR2.5 solidity=0.10 UA VL WLF0.35,TSR2.5 solidity=0.10 UA VL WLF0.35,TSR2.5 solidity=0.10 UA VL WLF0.375,TSR2.5 solidity=0.10 UA VL WLF0.375,TSR2.5 solidity=0.10 UA VL WLF0.4,TSR2.5 solidity=0.10 UA VL WLF0.4,TSR3.0 solidity=0.10,TSR3.0 solidity=0.10,TSR3.0 solidity=0.10 UA,TSR3.0 solidity=0.10 UA,TSR3.5 solidity=0.10,TSR3.5 solidity=0.10,TSR4.0 solidity=0.10,TSR4.0 solidity=0.10,TSR4.0 solidity=0.10 UA,TSR4.0 solidity=0.10 UA,TSR4.0 solidity=0.10 UA-2,TSR4.0 solidity=0.10 UA-2,TSR4.5 solidity=0.10,TSR4.5 solidity=0.10,TSR4.5 solidity=0.10 UA VL,TSR4.5 solidity=0.10 UA VL,TSR4.5 solidity=0.10 UA VL ICS0.5 WRF0.34375,TSR4.5 solidity=0.10 UA VL ICS0.5 WRF0.34375,TSR4.5 solidity=0.10 UA VL ICS0.5 WRF0.34375 MW3,TSR4.5 solidity=0.10 UA VL ICS0.5 WRF0.34375 MW3,TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.34375 MW3,TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.34375 MW3,TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.45 MW3,TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.45 MW3,TSR4.5 solidity=0.14 UA VL,TSR4.5 solidity=0.14 UA VL,TSR4.5 solidity=0.14 UA VL -2,TSR4.5 solidity=0.14 UA VL -2,TSR5.0 solidity=0.10,TSR5.0 solidity=0.10,TSR5.5 solidity=0.10,TSR5.5 solidity=0.10,TSR6.0 solidity=0.10,TSR6.0 solidity=0.10,TSR6.0 solidity=0.10 -2,TSR6.0 solidity=0.10 -2,TSR6.0 solidity=0.10 -3,TSR6.0 solidity=0.10 -3,TSR6.0 solidity=0.10 -4,TSR6.0 solidity=0.10 -4,TSR6.0 solidity=0.10 maxwakelength=16,TSR6.0 solidity=0.10 maxwakelength=16,TSR6.0 solidity=0.10 wr=0.25,TSR6.0 solidity=0.10 wr=0.25,TSR6.0 solidity=0.10 wr=0.4,TSR6.0 solidity=0.10 wr=0.4,
Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],
2.70000e+02,-1.93455e+03,2.70000e+02,-3.90913e+02,2.70000e+02,-3.80366e+02,2.70000e+02,-3.91062e+02,2.70000e+02,-4.76805e+02,2.70000e+02,-4.71464e+02,2.70000e+02,-5.73879e+02,2.70000e+02,-9.68123e+02,2.70000e+02,-9.64993e+02,2.70000e+02,-9.64052e+02,2.70000e+02,-8.69316e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-8.68230e+02,2.70000e+02,-8.68043e+02,2.70000e+02,-8.68230e+02,2.70000e+02,-8.68230e+02,2.70000e+02,-8.68230e+02,2.70000e+02,-8.68216e+02,2.70000e+02,-8.69729e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-8.68291e+02,2.70000e+02,-1.36328e+03,2.70000e+02,-1.34773e+03,2.70000e+02,-1.79982e+03,2.70000e+02,-3.58784e+03,2.70000e+02,-2.78603e+03,2.70000e+02,-2.79183e+03,2.70000e+02,-4.19589e+03,2.70000e+02,-3.87461e+03,2.70000e+02,-3.19881e+03,2.70000e+02,-3.19881e+03,2.70000e+02,-3.24979e+03,2.70000e+02,-3.62451e+03,2.70000e+02,-5.18741e+03,2.70000e+02,-5.08476e+03,2.70000e+02,-4.84282e+03,2.70000e+02,-5.52875e+03,2.70000e+02,-6.25070e+03,2.70000e+02,-6.25333e+03,2.70000e+02,-6.25859e+03,2.70000e+02,-6.24938e+03,2.70000e+02,-6.25070e+03,2.70000e+02,-6.25070e+03,2.70000e+02,-6.25070e+03,
2.74999e+02,-2.09274e+03,2.74999e+02,-4.20875e+02,2.74999e+02,-4.20519e+02,2.74999e+02,-3.99922e+02,2.74999e+02,-5.24557e+02,2.74999e+02,-5.90594e+02,2.74999e+02,-6.28706e+02,2.74999e+02,-1.04829e+03,2.74999e+02,-1.04155e+03,2.74999e+02,-1.04129e+03,2.74999e+02,-1.06310e+03,2.74999e+02,-1.05811e+03,2.74999e+02,-1.05472e+03,2.74999e+02,-1.02910e+03,2.74999e+02,-1.05472e+03,2.74999e+02,-1.05472e+03,2.74999e+02,-1.05472e+03,2.74999e+02,-1.05395e+03,2.74999e+02,-9.95810e+02,2.74999e+02,-1.05811e+03,2.74999e+02,-1.05811e+03,2.74999e+02,-1.05811e+03,2.74999e+02,-1.05811e+03,2.74999e+02,-1.05811e+03,2.74999e+02,-1.44490e+03,2.74999e+02,-1.70772e+03,2.74999e+02,-1.97623e+03,2.75000e+02,-4.07638e+03,2.75000e+02,-4.78761e+03,2.75000e+02,-4.78705e+03,2.75000e+02,-4.76489e+03,2.75000e+02,-4.87753e+03,2.75000e+02,-5.53200e+03,2.75000e+02,-5.53200e+03,2.75000e+02,-5.53043e+03,2.75000e+02,-5.37718e+03,2.75000e+02,-6.50971e+03,2.75000e+02,-6.47658e+03,2.75000e+02,-5.48514e+03,2.75000e+02,-6.23045e+03,2.74999e+02,-7.03462e+03,2.74999e+02,-7.03529e+03,2.74999e+02,-7.03663e+03,2.74999e+02,-7.03428e+03,2.74999e+02,-7.03462e+03,2.74999e+02,-7.03462e+03,2.74999e+02,-7.03462e+03,
2.79999e+02,-2.24254e+03,2.79999e+02,-4.47745e+02,2.79999e+02,-4.48648e+02,2.79999e+02,-4.08027e+02,2.79999e+02,-5.60871e+02,2.79999e+02,-6.46966e+02,2.79999e+02,-6.73207e+02,2.79999e+02,-1.12438e+03,2.79999e+02,-1.11425e+03,2.79999e+02,-1.11403e+03,2.79999e+02,-1.19418e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.15785e+03,2.79999e+02,-1.11878e+03,2.79999e+02,-1.15785e+03,2.79999e+02,-1.15785e+03,2.79999e+02,-1.15785e+03,2.79999e+02,-1.15534e+03,2.79999e+02,-1.04594e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.16888e+03,2.79999e+02,-1.51457e+03,2.79999e+02,-2.03622e+03,2.79999e+02,-2.02670e+03,2.80000e+02,-4.40247e+03,2.80000e+02,-5.38851e+03,2.80000e+02,-5.39285e+03,2.80000e+02,-5.27561e+03,2.80000e+02,-5.32157e+03,2.80000e+02,-6.11101e+03,2.80000e+02,-6.11101e+03,2.80000e+02,-6.14926e+03,2.80000e+02,-6.11289e+03,2.80000e+02,-7.10938e+03,2.80000e+02,-7.10762e+03,2.80000e+02,-6.06796e+03,2.80000e+02,-6.91328e+03,2.79999e+02,-7.76161e+03,2.79999e+02,-7.76223e+03,2.79999e+02,-7.76345e+03,2.79999e+02,-7.76130e+03,2.79999e+02,-7.76161e+03,2.79999e+02,-7.76161e+03,2.79999e+02,-7.76161e+03,
2.84999e+02,-2.34669e+03,2.84999e+02,-4.66837e+02,2.84999e+02,-4.67785e+02,2.84999e+02,-4.44043e+02,2.84999e+02,-5.85132e+02,2.84999e+02,-5.87948e+02,2.84999e+02,-7.02675e+02,2.84999e+02,-1.17501e+03,2.84999e+02,-1.16694e+03,2.84999e+02,-1.16685e+03,2.84999e+02,-1.20384e+03,2.84999e+02,-1.19180e+03,2.84999e+02,-1.18738e+03,2.84999e+02,-1.17231e+03,2.84999e+02,-1.18738e+03,2.84999e+02,-1.18738e+03,2.84999e+02,-1.18739e+03,2.84999e+02,-1.18637e+03,2.84999e+02,-1.14254e+03,2.84999e+02,-1.19180e+03,2.84999e+02,-1.19181e+03,2.84999e+02,-1.19181e+03,2.84999e+02,-1.19181e+03,2.84999e+02,-1.19181e+03,2.84999e+02,-1.59950e+03,2.84999e+02,-1.84429e+03,2.84999e+02,-2.17834e+03,2.85000e+02,-4.58425e+03,2.85000e+02,-5.13952e+03,2.85000e+02,-5.13876e+03,2.85000e+02,-5.45920e+03,2.85000e+02,-5.45113e+03,2.85000e+02,-6.65148e+03,2.85000e+02,-6.65148e+03,2.85000e+02,-6.62795e+03,2.85000e+02,-6.26486e+03,2.85000e+02,-7.44634e+03,2.85000e+02,-7.45679e+03,2.85000e+02,-6.27121e+03,2.85000e+02,-7.12806e+03,2.84999e+02,-8.00667e+03,2.84999e+02,-8.00703e+03,2.84999e+02,-8.00772e+03,2.84999e+02,-8.00648e+03,2.84999e+02,-8.00667e+03,2.84999e+02,-8.00667e+03,2.84999e+02,-8.00711e+03,
2.89999e+02,-2.44652e+03,2.89999e+02,-4.86859e+02,2.89999e+02,-4.87292e+02,2.89999e+02,-5.04314e+02,2.89999e+02,-6.09576e+02,2.89999e+02,-6.27884e+02,2.89999e+02,-7.32027e+02,2.89999e+02,-1.22343e+03,2.89999e+02,-1.22154e+03,2.89999e+02,-1.22176e+03,2.89999e+02,-1.27047e+03,2.89999e+02,-1.25947e+03,2.89999e+02,-1.25771e+03,2.89999e+02,-1.25502e+03,2.89999e+02,-1.25771e+03,2.89999e+02,-1.25771e+03,2.89999e+02,-1.25774e+03,2.89999e+02,-1.25730e+03,2.89999e+02,-1.24321e+03,2.89999e+02,-1.25947e+03,2.89999e+02,-1.25950e+03,2.89999e+02,-1.25950e+03,2.89999e+02,-1.25950e+03,2.89999e+02,-1.25950e+03,2.89999e+02,-1.69884e+03,2.89999e+02,-1.81276e+03,2.89999e+02,-2.16940e+03,2.90000e+02,-4.72814e+03,2.90000e+02,-5.27357e+03,2.90000e+02,-5.51560e+03,2.90000e+02,-5.62764e+03,2.90000e+02,-5.61625e+03,2.90000e+02,-6.95468e+03,2.90000e+02,-6.95468e+03,2.90000e+02,-6.96399e+03,2.90000e+02,-6.31554e+03,2.90000e+02,-7.72073e+03,2.90000e+02,-7.73729e+03,2.90000e+02,-6.45564e+03,2.90000e+02,-7.33887e+03,2.89999e+02,-8.23021e+03,2.89999e+02,-8.23040e+03,2.89999e+02,-8.23078e+03,2.89999e+02,-8.23012e+03,2.89999e+02,-8.23021e+03,2.89999e+02,-8.23021e+03,2.89999e+02,-8.30163e+03,
2.94999e+02,-2.56431e+03,2.94999e+02,-5.11856e+02,2.94999e+02,-5.11047e+02,2.94999e+02,-5.37543e+02,2.94999e+02,-6.39027e+02,2.94999e+02,-6.68725e+02,2.94999e+02,-7.67058e+02,2.94999e+02,-1.27940e+03,2.94999e+02,-1.28601e+03,2.94999e+02,-1.28806e+03,2.94999e+02,-1.35633e+03,2.94999e+02,-1.34137e+03,2.94999e+02,-1.34123e+03,2.94999e+02,-1.34935e+03,2.94999e+02,-1.34123e+03,2.94999e+02,-1.34123e+03,2.94999e+02,-1.34085e+03,2.94999e+02,-1.34119e+03,2.94999e+02,-1.34636e+03,2.94999e+02,-1.34137e+03,2.94999e+02,-1.34100e+03,2.94999e+02,-1.34100e+03,2.94999e+02,-1.34100e+03,2.94999e+02,-1.34100e+03,2.94999e+02,-1.81163e+03,2.94999e+02,-1.87158e+03,2.94999e+02,-2.33042e+03,2.95000e+02,-4.84933e+03,2.95000e+02,-5.08285e+03,2.95000e+02,-5.20778e+03,2.95000e+02,-5.69201e+03,2.95000e+02,-5.64541e+03,2.95000e+02,-6.30305e+03,2.95000e+02,-6.30305e+03,2.95000e+02,-6.29111e+03,2.95000e+02,-5.96247e+03,2.95000e+02,-7.82659e+03,2.95000e+02,-7.84408e+03,2.95000e+02,-6.52151e+03,2.95000e+02,-7.39226e+03,2.94999e+02,-8.29491e+03,2.94999e+02,-8.29505e+03,2.94999e+02,-8.29532e+03,2.94999e+02,-8.29485e+03,2.94999e+02,-8.29491e+03,2.94999e+02,-8.29491e+03,2.94999e+02,-8.38890e+03,
2.99999e+02,-2.72463e+03,2.99999e+02,-5.47065e+02,2.99999e+02,-5.44591e+02,2.99999e+02,-5.72501e+02,2.99999e+02,-6.80500e+02,2.99999e+02,-7.18085e+02,2.99999e+02,-8.16237e+02,2.99999e+02,-1.35704e+03,2.99999e+02,-1.36831e+03,2.99999e+02,-1.35548e+03,2.99999e+02,-1.43977e+03,2.99999e+02,-1.44450e+03,2.99999e+02,-1.44457e+03,2.99999e+02,-1.45530e+03,2.99999e+02,-1.44457e+03,2.99999e+02,-1.44457e+03,2.99999e+02,-1.44380e+03,2.99999e+02,-1.44458e+03,2.99999e+02,-1.45527e+03,2.99999e+02,-1.44450e+03,2.99999e+02,-1.44373e+03,2.99999e+02,-1.44373e+03,2.99999e+02,-1.44373e+03,2.99999e+02,-1.44373e+03,2.99999e+02,-1.85565e+03,2.99999e+02,-1.89303e+03,2.99999e+02,-4.02264e+03,3.00000e+02,-4.92867e+03,3.00000e+02,-5.01245e+03,3.00000e+02,-5.08730e+03,3.00000e+02,-5.72124e+03,3.00000e+02,-5.57857e+03,3.00000e+02,-6.55414e+03,3.00000e+02,-6.55414e+03,3.00000e+02,-6.53471e+03,3.00000e+02,-5.86685e+03,3.00000e+02,-7.77836e+03,3.00000e+02,-7.79398e+03,3.00000e+02,-6.56395e+03,3.00000e+02,-7.41905e+03,2.99999e+02,-8.33541e+03,2.99999e+02,-8.33543e+03,2.99999e+02,-8.33549e+03,2.99999e+02,-8.33541e+03,2.99999e+02,-8.33541e+03,2.99999e+02,-8.33541e+03,2.99999e+02,-8.39593e+03,
3.04999e+02,-2.89951e+03,3.04999e+02,-5.76124e+02,3.04999e+02,-5.85464e+02,3.04999e+02,-5.92230e+02,3.04999e+02,-7.32452e+02,3.04999e+02,-7.46376e+02,3.04999e+02,-8.78200e+02,3.04999e+02,-1.45712e+03,3.04999e+02,-1.50729e+03,3.04999e+02,-1.61860e+03,3.04999e+02,-1.56441e+03,3.04999e+02,-1.54100e+03,3.04999e+02,-1.54082e+03,3.04999e+02,-1.50062e+03,3.04999e+02,-1.54082e+03,3.04999e+02,-1.54082e+03,3.04999e+02,-1.53933e+03,3.04999e+02,-1.54078e+03,3.04999e+02,-1.50095e+03,3.04999e+02,-1.54100e+03,3.04999e+02,-1.53951e+03,3.04999e+02,-1.53951e+03,3.04999e+02,-1.53951e+03,3.04999e+02,-1.53951e+03,3.04999e+02,-2.35893e+03,3.04999e+02,-2.19817e+03,3.04999e+02,-3.86499e+03,3.05000e+02,-4.90874e+03,3.05000e+02,-4.83795e+03,3.05000e+02,-4.91102e+03,3.05000e+02,-5.68874e+03,3.05000e+02,-5.46958e+03,3.05000e+02,-5.85496e+03,3.05000e+02,-5.85496e+03,3.05000e+02,-5.85325e+03,3.05000e+02,-5.64182e+03,3.05000e+02,-7.64869e+03,3.05000e+02,-7.67038e+03,3.05000e+02,-6.50453e+03,3.05000e+02,-7.36393e+03,3.04999e+02,-8.28868e+03,3.04999e+02,-8.28867e+03,3.04999e+02,-8.28868e+03,3.04999e+02,-8.28869e+03,3.04999e+02,-8.28868e+03,3.04999e+02,-8.28868e+03,3.04999e+02,-8.35308e+03,
3.09999e+02,-3.40959e+03,3.09999e+02,-6.89973e+02,3.09999e+02,-5.92000e+02,3.09999e+02,-5.88462e+02,3.09999e+02,-7.43644e+02,3.09999e+02,-7.39931e+02,3.09999e+02,-8.97456e+02,3.09999e+02,-1.53684e+03,3.09999e+02,-1.69282e+03,3.09999e+02,-1.64116e+03,3.09999e+02,-1.58801e+03,3.09999e+02,-1.58815e+03,3.09999e+02,-1.58768e+03,3.09999e+02,-1.50856e+03,3.09999e+02,-1.58768e+03,3.09999e+02,-1.58768e+03,3.09999e+02,-1.58630e+03,3.09999e+02,-1.58757e+03,3.09999e+02,-1.50896e+03,3.09999e+02,-1.58815e+03,3.09999e+02,-1.58678e+03,3.09999e+02,-1.58678e+03,3.09999e+02,-1.58678e+03,3.09999e+02,-1.58678e+03,3.09999e+02,-3.31404e+03,3.09999e+02,-2.58218e+03,3.09999e+02,-4.07510e+03,3.10000e+02,-4.84412e+03,3.10000e+02,-4.70658e+03,3.10000e+02,-4.69809e+03,3.10000e+02,-5.60689e+03,3.10000e+02,-5.30449e+03,3.10000e+02,-5.69190e+03,3.10000e+02,-5.69190e+03,3.10000e+02,-5.67508e+03,3.10000e+02,-5.46746e+03,3.10000e+02,-7.45045e+03,3.10000e+02,-7.44791e+03,3.10000e+02,-6.40362e+03,3.10000e+02,-7.26899e+03,3.09999e+02,-8.17289e+03,3.09999e+02,-8.17283e+03,3.09999e+02,-8.17276e+03,3.09999e+02,-8.17293e+03,3.09999e+02,-8.17289e+03,3.09999e+02,-8.17289e+03,3.09999e+02,-8.22214e+03,
