Export File Created with QBlade v0.96 64bit on 03.07.2020 at 17:57:48
TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.45 MW3,TSR4.5 solidity=0.10 UA VL ICS1.1 WRF0.45 MW3,
Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],
3.00000e+01,1.38421e+00,
3.50000e+01,1.78919e+00,
4.00000e+01,2.82926e+00,
4.50000e+01,3.27770e+00,
5.00000e+01,4.28392e+00,
5.50000e+01,4.99402e+00,
6.00000e+01,5.75971e+00,
6.50000e+01,6.41211e+00,
7.00000e+01,6.96122e+00,
7.50000e+01,6.08236e+00,
8.00000e+01,8.62919e+00,
8.50000e+01,5.86491e+00,
9.00000e+01,9.70827e+00,
9.50000e+01,5.76421e+00,
1.00000e+02,1.03400e+01,
1.05000e+02,5.76204e+00,
1.10000e+02,1.05081e+01,
1.15000e+02,5.73228e+00,
1.20000e+02,9.70392e+00,
1.25000e+02,5.36481e+00,
1.30000e+02,8.37554e+00,
1.35000e+02,4.56851e+00,
1.40000e+02,6.50690e+00,
1.45000e+02,4.32877e+00,
1.50000e+02,3.58365e+00,
1.55000e+02,2.22444e+00,
1.60000e+02,1.27587e+00,
1.65000e+02,2.40979e-01,
1.70000e+02,-8.06567e-01,
1.75000e+02,-2.27613e+00,
1.80000e+02,-3.39481e+00,
1.85000e+02,-3.41522e+00,
1.90000e+02,-4.83946e+00,
1.95000e+02,-5.67325e+00,
2.00000e+02,-6.41721e+00,
2.05000e+02,-6.27873e+00,
2.10000e+02,-3.83783e+00,
2.15000e+02,-2.49753e-01,
2.20000e+02,-6.71775e+00,
2.25000e+02,-3.41317e+00,
2.30000e+02,-5.87794e+00,
2.35000e+02,-4.53732e+00,
2.40000e+02,-4.31690e+00,
2.45000e+02,-3.49231e+00,
2.50000e+02,-2.85375e+00,
2.55000e+02,-2.66734e+00,
2.60000e+02,-3.11827e+00,
2.65000e+02,-3.51060e+00,
2.70000e+02,-4.11996e+00,
2.75000e+02,-4.58092e+00,
2.80000e+02,-4.31500e+00,
2.85000e+02,-1.44394e+00,
2.90000e+02,-5.93823e-01,
2.95000e+02,-7.77876e+00,
3.00000e+02,-3.09564e+00,
3.05000e+02,-7.13826e+00,
3.10000e+02,-3.93284e+00,
3.15000e+02,-6.77625e+00,
3.20000e+02,-4.72425e+00,
3.25000e+02,-6.05980e+00,
3.30000e+02,-5.49703e+00,
3.35000e+02,-5.00058e+00,
3.40000e+02,-4.56331e+00,
3.45000e+02,-4.01386e+00,
3.50000e+02,-4.54049e+00,
3.55000e+02,-3.83370e+00,
0.00000e+00,-2.26532e+00,
5.00000e+00,-3.28102e+00,
1.00000e+01,-1.33808e+00,
1.50000e+01,-1.32172e+00,
2.00000e+01,1.47753e-01,
2.50000e+01,4.61117e-01,
3.00010e+01,1.62315e+00,
3.50010e+01,1.99100e+00,
4.00010e+01,3.01237e+00,
4.50010e+01,3.34837e+00,
5.00010e+01,4.30252e+00,
5.50010e+01,4.89581e+00,
6.00010e+01,5.52171e+00,
6.50010e+01,6.16434e+00,
7.00010e+01,6.66386e+00,
7.50010e+01,6.65354e+00,
8.00010e+01,7.34509e+00,
8.50010e+01,6.62533e+00,
9.00010e+01,8.68036e+00,
9.50010e+01,6.23607e+00,
1.00001e+02,9.72516e+00,
1.05001e+02,5.68490e+00,
1.10001e+02,9.95170e+00,
1.15001e+02,5.39126e+00,
1.20001e+02,9.32322e+00,
1.25001e+02,4.93496e+00,
1.30001e+02,7.87513e+00,
1.35001e+02,4.02982e+00,
1.40001e+02,5.92864e+00,
1.45001e+02,4.80285e+00,
1.50001e+02,3.79983e+00,
1.55001e+02,3.08294e+00,
1.60001e+02,1.68707e+00,
1.65001e+02,8.99121e-01,
1.70001e+02,-4.21241e-01,
1.75001e+02,-1.43598e+00,
1.80001e+02,-2.74496e+00,
1.85001e+02,-4.01916e+00,
1.90001e+02,-5.06844e+00,
1.95001e+02,-5.19676e+00,
2.00001e+02,-4.64947e+00,
2.05001e+02,-5.37221e+00,
2.10001e+02,-3.38138e+00,
2.15001e+02,-2.54978e+00,
2.20001e+02,-5.50608e+00,
2.25001e+02,-5.46214e+00,
2.30001e+02,-6.11496e+00,
2.35001e+02,-6.27416e+00,
2.40001e+02,-4.87032e+00,
2.45001e+02,-1.49635e+00,
2.50001e+02,-6.65579e-01,
2.55001e+02,4.16628e+00,
2.60001e+02,4.10464e+00,
2.65001e+02,3.12168e+00,
2.70001e+02,-2.12993e+00,
2.75001e+02,-3.74400e+00,
2.80001e+02,-6.12329e+00,
2.85001e+02,-7.60117e+00,
2.90001e+02,-2.56774e+00,
2.95001e+02,-4.25238e+00,
3.00001e+02,-6.73469e+00,
3.05001e+02,-5.71499e+00,
3.10001e+02,-7.33270e+00,
3.15001e+02,-5.57409e+00,
3.20001e+02,-7.25451e+00,
3.25001e+02,-4.41833e+00,
3.30001e+02,-6.50025e+00,
3.35001e+02,-5.01312e+00,
3.40001e+02,-4.96360e+00,
3.45001e+02,-4.45031e+00,
3.50001e+02,-4.66121e+00,
3.55001e+02,-3.82230e+00,
1.00000e-03,-2.54000e+00,
5.00100e+00,-3.26850e+00,
1.00010e+01,-1.15653e+00,
1.50010e+01,-1.27887e+00,
2.00010e+01,2.33135e-01,
2.50010e+01,4.22434e-01,
3.00010e+01,1.56507e+00,
3.50010e+01,1.93212e+00,
4.00010e+01,2.94849e+00,
4.50010e+01,3.58283e+00,
5.00010e+01,4.41065e+00,
5.50010e+01,5.03434e+00,
6.00010e+01,5.69316e+00,
6.50010e+01,6.24221e+00,
7.00010e+01,6.71860e+00,
7.50010e+01,6.50555e+00,
8.00010e+01,7.87661e+00,
8.50010e+01,6.18937e+00,
9.00010e+01,9.25658e+00,
9.50010e+01,6.56679e+00,
1.00001e+02,9.12071e+00,
1.05001e+02,5.89898e+00,
1.10001e+02,9.71316e+00,
1.15001e+02,5.40585e+00,
1.20001e+02,8.92768e+00,
1.25001e+02,4.81150e+00,
1.30001e+02,7.49317e+00,
1.35001e+02,3.77614e+00,
1.40001e+02,5.50406e+00,
1.45001e+02,4.30139e+00,
1.50001e+02,3.30917e+00,
1.55001e+02,2.60280e+00,
1.60001e+02,1.35613e+00,
1.65001e+02,4.56256e-01,
1.70001e+02,-8.33617e-01,
1.75001e+02,-1.67114e+00,
1.80001e+02,-2.80264e+00,
1.85001e+02,-3.87121e+00,
1.90001e+02,-5.25874e+00,
1.95001e+02,-6.51259e+00,
2.00001e+02,-8.33872e+00,
2.05001e+02,-7.32559e+00,
2.10001e+02,-6.25071e+00,
2.15001e+02,-4.34747e+00,
2.20001e+02,-4.45252e+00,
2.25001e+02,-3.63195e+00,
2.30001e+02,-3.02781e+00,
2.35001e+02,-3.20419e+00,
2.40001e+02,-3.79027e+00,
2.45001e+02,-7.07511e+00,
2.50001e+02,-5.65717e+00,
2.55001e+02,-8.85023e+00,
2.60001e+02,-5.53247e+00,
2.65001e+02,-1.13707e+01,
2.70001e+02,-1.15040e+01,
2.75001e+02,-1.12448e+01,
2.80001e+02,-1.04124e+01,
2.85001e+02,-9.27566e+00,
2.90001e+02,-7.59698e+00,
2.95001e+02,-6.78550e+00,
3.00001e+02,-7.31312e+00,
3.05001e+02,-7.62379e+00,
3.10001e+02,-3.94776e+00,
3.15001e+02,-6.95428e+00,
3.20001e+02,-4.74143e+00,
3.25001e+02,-5.42549e+00,
3.30001e+02,-5.12083e+00,
3.35001e+02,-4.45419e+00,
3.40001e+02,-4.29040e+00,
3.45001e+02,-4.33008e+00,
3.50001e+02,-3.86773e+00,
3.55001e+02,-3.00262e+00,
1.00000e-03,-2.87776e+00,
5.00100e+00,-1.52890e+00,
1.00010e+01,-1.50470e+00,
1.50010e+01,-4.14854e-01,
2.00010e+01,-9.90706e-02,
2.50010e+01,9.73730e-01,
3.00010e+01,1.49301e+00,
3.50010e+01,2.35630e+00,
4.00010e+01,2.94887e+00,
4.50010e+01,3.73133e+00,
5.00010e+01,4.55671e+00,
5.50010e+01,5.23387e+00,
6.00010e+01,5.92459e+00,
6.50010e+01,6.48354e+00,
7.00010e+01,6.94970e+00,
7.50010e+01,5.98565e+00,
8.00010e+01,8.34211e+00,
8.50010e+01,5.57615e+00,
9.00010e+01,8.53089e+00,
9.50010e+01,5.38344e+00,
1.00001e+02,9.15584e+00,
1.05001e+02,5.24906e+00,
1.10001e+02,9.28748e+00,
1.15001e+02,4.94187e+00,
1.20001e+02,8.86119e+00,
1.25001e+02,4.41703e+00,
1.30001e+02,7.64848e+00,
1.35001e+02,3.53908e+00,
1.40001e+02,5.61355e+00,
1.45001e+02,4.36313e+00,
1.50001e+02,3.01952e+00,
1.55001e+02,1.76627e+00,
1.60001e+02,1.05757e-01,
1.65001e+02,-1.07462e+00,
1.70001e+02,-1.13689e+00,
1.75001e+02,-2.73398e+00,
1.80001e+02,-4.35123e+00,
1.85001e+02,-6.02040e+00,
1.90001e+02,-5.05674e+00,
1.95001e+02,-5.94463e+00,
2.00001e+02,-8.16404e+00,
2.05001e+02,-6.39835e+00,
2.10001e+02,-6.60619e+00,
2.15001e+02,-6.67521e-02,
2.20001e+02,-5.41535e+00,
2.25001e+02,-5.94680e+00,
2.30001e+02,-5.55906e+00,
2.35001e+02,-6.75361e+00,
2.40001e+02,-2.27187e+00,
2.45001e+02,-3.60571e+00,
2.50001e+02,-3.36652e+00,
2.55001e+02,-2.74400e+00,
2.60001e+02,-2.06622e+00,
2.65001e+02,-2.43345e+00,
2.70001e+02,-3.99617e+00,
2.75001e+02,-5.60600e+00,
2.80001e+02,-4.46924e+00,
2.85001e+02,-5.14736e+00,
2.90001e+02,-7.15915e+00,
2.95001e+02,-6.30831e+00,
3.00001e+02,-7.71385e+00,
3.05001e+02,-5.12352e+00,
3.10001e+02,-6.97439e+00,
3.15001e+02,-4.90568e+00,
3.20001e+02,-6.21386e+00,
3.25001e+02,-5.19379e+00,
3.30001e+02,-5.21945e+00,
3.35001e+02,-4.95381e+00,
3.40001e+02,-4.97483e+00,
3.45001e+02,-4.89915e+00,
3.50001e+02,-4.09939e+00,
3.55001e+02,-3.31886e+00,
1.00000e-03,-2.93463e+00,
5.00100e+00,-2.39136e+00,
1.00010e+01,-1.83918e+00,
1.50010e+01,-8.86470e-01,
2.00010e+01,-3.49091e-01,
2.50010e+01,5.67434e-01,
3.00010e+01,1.24201e+00,
3.50010e+01,1.99215e+00,
4.00010e+01,2.63273e+00,
4.50010e+01,3.45420e+00,
5.00010e+01,4.26543e+00,
5.50010e+01,4.91660e+00,
6.00010e+01,5.64995e+00,
6.50010e+01,6.21599e+00,
7.00010e+01,6.73991e+00,
7.50010e+01,6.48121e+00,
8.00010e+01,7.95833e+00,
8.50010e+01,5.88021e+00,
9.00010e+01,9.16905e+00,
9.50010e+01,5.63164e+00,
1.00001e+02,9.75487e+00,
1.05001e+02,5.46268e+00,
1.10001e+02,9.89418e+00,
1.15001e+02,5.25329e+00,
1.20001e+02,9.17416e+00,
1.25001e+02,4.79222e+00,
1.30001e+02,7.71972e+00,
1.35001e+02,3.93879e+00,
1.40001e+02,5.86444e+00,
1.45001e+02,4.59564e+00,
1.50001e+02,3.25600e+00,
1.55001e+02,2.39221e+00,
1.60001e+02,1.32815e+00,
1.65001e+02,2.41618e-01,
1.70001e+02,-1.26164e+00,
1.75001e+02,-2.84242e+00,
1.80001e+02,-3.61296e+00,
1.85001e+02,-4.11149e+00,
1.90001e+02,-4.80639e+00,
1.95001e+02,-5.21872e+00,
2.00001e+02,-4.95430e+00,
2.05001e+02,-3.83182e+00,
2.10001e+02,-2.42292e+00,
2.15001e+02,-4.52728e+00,
2.20001e+02,-6.72966e+00,
2.25001e+02,-7.82130e+00,
2.30001e+02,-3.63454e+00,
2.35001e+02,-4.34611e+00,
2.40001e+02,-3.29852e+00,
2.45001e+02,-3.73124e+00,
2.50001e+02,-3.60779e+00,
2.55001e+02,-3.16970e+00,
2.60001e+02,-1.38244e+00,
2.65001e+02,2.32545e+00,
2.70001e+02,3.68333e+00,
2.75001e+02,6.28131e-01,
2.80001e+02,-2.04134e-01,
2.85001e+02,-4.84942e+00,
2.90001e+02,-6.49018e+00,
2.95001e+02,-5.16177e+00,
3.00001e+02,-9.42212e+00,
3.05001e+02,-4.64421e+00,
3.10001e+02,-7.75904e+00,
3.15001e+02,-5.45670e+00,
3.20001e+02,-7.95412e+00,
3.25001e+02,-4.41887e+00,
3.30001e+02,-7.23006e+00,
3.35001e+02,-3.60512e+00,
3.40001e+02,-5.83231e+00,
3.45001e+02,-4.51848e+00,
3.50001e+02,-4.50579e+00,
3.55001e+02,-3.37846e+00,
1.00000e-03,-3.24382e+00,
5.00100e+00,-2.80523e+00,
1.00010e+01,-1.47153e+00,
1.50010e+01,-1.11211e+00,
2.00010e+01,6.12612e-02,
2.50010e+01,5.51523e-01,
3.00010e+01,1.51304e+00,
3.50010e+01,1.98439e+00,
4.00010e+01,2.92986e+00,
4.50010e+01,3.31191e+00,
5.00010e+01,4.33802e+00,
5.50010e+01,5.10820e+00,
6.00010e+01,5.66220e+00,
6.50010e+01,6.26219e+00,
7.00010e+01,6.71990e+00,
7.50010e+01,6.46409e+00,
8.00010e+01,7.82986e+00,
8.50010e+01,5.80155e+00,
9.00010e+01,8.96335e+00,
9.50010e+01,5.49833e+00,
1.00001e+02,9.44699e+00,
1.05001e+02,5.24758e+00,
1.10001e+02,9.40546e+00,
1.15001e+02,4.91695e+00,
1.20001e+02,8.70769e+00,
1.25001e+02,4.45873e+00,
1.30001e+02,7.60188e+00,
1.35001e+02,3.97774e+00,
1.40001e+02,6.22409e+00,
1.45001e+02,4.21920e+00,
1.50001e+02,3.62063e+00,
1.55001e+02,2.64189e+00,
1.60001e+02,1.20383e+00,
1.65001e+02,3.91756e-01,
1.70001e+02,-1.32992e+00,
1.75001e+02,-2.43858e+00,
1.80001e+02,-4.15144e+00,
1.85001e+02,-5.89036e+00,
1.90001e+02,-6.81882e+00,
1.95001e+02,-5.30451e+00,
2.00001e+02,-7.44841e+00,
2.05001e+02,-6.36686e+00,
2.10001e+02,-6.88999e+00,
2.15001e+02,-3.20389e-02,
2.20001e+02,-5.29268e+00,
2.25001e+02,-2.57134e+00,
2.30001e+02,5.35920e-02,
2.35001e+02,1.37859e+00,
2.40001e+02,4.42969e-01,
2.45001e+02,-2.56338e+00,
2.50001e+02,-3.01290e+00,
2.55001e+02,-5.03850e+00,
2.60001e+02,-6.15060e+00,
2.65001e+02,-6.25726e+00,
2.70001e+02,-1.39231e+00,
2.75001e+02,-4.02888e+00,
2.80001e+02,6.89801e+00,
2.85001e+02,-4.84201e+00,
2.90001e+02,3.21553e-01,
2.95001e+02,-6.62895e+00,
3.00001e+02,-5.70073e+00,
3.05001e+02,-6.33577e+00,
3.10001e+02,-5.35138e+00,
3.15001e+02,-6.88359e+00,
3.20001e+02,-6.11284e+00,
3.25001e+02,-7.10810e+00,
3.30001e+02,-5.06563e+00,
3.35001e+02,-6.61066e+00,
3.40001e+02,-4.90038e+00,
3.45001e+02,-5.30049e+00,
3.50001e+02,-3.81841e+00,
3.55001e+02,-4.16939e+00,
1.00000e-03,-3.13280e+00,
5.00100e+00,-1.97225e+00,
1.00010e+01,-1.76943e+00,
1.50010e+01,-4.92094e-01,
2.00010e+01,-1.59981e-01,
2.50010e+01,9.92584e-01,
3.00010e+01,1.44954e+00,
3.50010e+01,2.32933e+00,
4.00010e+01,2.84073e+00,
4.50010e+01,3.61549e+00,
5.00010e+01,4.33290e+00,
5.50010e+01,5.14301e+00,
6.00010e+01,5.77698e+00,
6.50010e+01,6.35374e+00,
7.00010e+01,6.79604e+00,
7.50010e+01,6.33334e+00,
8.00010e+01,8.11290e+00,
8.50010e+01,6.23358e+00,
9.00010e+01,9.48964e+00,
9.50010e+01,5.77805e+00,
1.00001e+02,9.08976e+00,
1.05001e+02,5.50900e+00,
1.10001e+02,9.42526e+00,
1.15001e+02,5.24688e+00,
1.20001e+02,8.91308e+00,
1.25001e+02,4.74475e+00,
1.30001e+02,7.79571e+00,
1.35001e+02,3.86865e+00,
1.40001e+02,5.98206e+00,
1.45001e+02,3.65935e+00,
1.50001e+02,2.89370e+00,
1.55001e+02,1.74321e+00,
1.60001e+02,3.83968e-01,
1.65001e+02,-5.53398e-01,
1.70001e+02,-1.44228e+00,
1.75001e+02,-2.69960e+00,
1.80001e+02,-4.53232e+00,
1.85001e+02,-6.87703e+00,
1.90001e+02,-5.57201e+00,
1.95001e+02,-9.76633e+00,
2.00001e+02,-1.28307e+01,
2.05001e+02,-1.03379e+01,
2.10001e+02,-4.79835e-01,
2.15001e+02,-6.18409e+00,
2.20001e+02,-5.58813e+00,
2.25001e+02,-5.91645e+00,
2.30001e+02,1.94875e+00,
2.35001e+02,2.03461e+00,
2.40001e+02,3.81656e+00,
2.45001e+02,1.14070e+00,
2.50001e+02,-8.68831e-01,
2.55001e+02,-4.70889e+00,
2.60001e+02,-1.15791e+01,
2.65001e+02,-6.56012e+00,
2.70001e+02,-1.17927e+01,
2.75001e+02,-6.40653e+00,
2.80001e+02,-1.15392e+01,
2.85001e+02,-4.90413e+00,
2.90001e+02,-5.31365e+00,
2.95001e+02,-3.90354e+00,
3.00001e+02,-4.59210e+00,
3.05001e+02,-4.94488e+00,
3.10001e+02,-6.24464e+00,
3.15001e+02,-6.90063e+00,
3.20001e+02,-5.64499e+00,
3.25001e+02,-6.67804e+00,
3.30001e+02,-5.38238e+00,
3.35001e+02,-5.41090e+00,
3.40001e+02,-4.80835e+00,
3.45001e+02,-4.23091e+00,
3.50001e+02,-4.14561e+00,
3.55001e+02,-3.05422e+00,
1.00000e-03,-3.09418e+00,
5.00100e+00,-2.40807e+00,
1.00010e+01,-1.44584e+00,
1.50010e+01,-1.10009e+00,
2.00010e+01,-1.82524e-01,
2.50010e+01,6.26027e-01,
3.00010e+01,1.40007e+00,
3.50010e+01,1.96566e+00,
4.00010e+01,2.64708e+00,
4.50010e+01,3.10938e+00,
5.00010e+01,3.73212e+00,
5.50010e+01,4.34508e+00,
6.00010e+01,4.93261e+00,
6.50010e+01,5.61757e+00,
7.00010e+01,6.29692e+00,
7.50010e+01,6.98535e+00,
8.00010e+01,6.17662e+00,
8.50010e+01,8.96724e+00,
9.00010e+01,6.09521e+00,
9.50010e+01,1.01867e+01,
1.00001e+02,6.02148e+00,
1.05001e+02,1.09072e+01,
1.10001e+02,6.01632e+00,
1.15001e+02,1.06146e+01,
1.20001e+02,5.80188e+00,
1.25001e+02,9.51434e+00,
1.30001e+02,5.21074e+00,
1.35001e+02,7.91622e+00,
1.40001e+02,4.22484e+00,
1.45001e+02,5.79969e+00,
1.50001e+02,3.62930e+00,
1.55001e+02,2.79257e+00,
1.60001e+02,1.49560e+00,
1.65001e+02,6.69005e-01,
1.70001e+02,-6.71324e-01,
1.75001e+02,-1.85184e+00,
1.80001e+02,-3.10113e+00,
1.85001e+02,-4.44976e+00,
1.90001e+02,-6.51812e+00,
1.95001e+02,-8.86931e+00,
2.00001e+02,-3.74366e+00,
2.05001e+02,-4.32943e+00,
2.10001e+02,-5.07583e+00,
2.15001e+02,-7.88339e+00,
2.20001e+02,-4.02900e+00,
2.25001e+02,-2.35490e+00,
2.30001e+02,-3.47315e+00,
2.35001e+02,-2.33592e+00,
2.40001e+02,-3.61716e+00,
2.45001e+02,-4.35906e+00,
2.50001e+02,-4.27570e+00,
2.55001e+02,-4.06083e+00,
2.60001e+02,-4.19628e+00,
2.65001e+02,-4.90573e+00,
2.70001e+02,-5.36301e+00,
2.75001e+02,-4.99925e+00,
2.80001e+02,-4.77662e+00,
2.85001e+02,-4.21763e+00,
2.90001e+02,-3.56753e+00,
2.95001e+02,-3.29739e+00,
3.00001e+02,-5.58375e+00,
3.05001e+02,-6.18808e+00,
3.10001e+02,-5.19401e+00,
3.15001e+02,-5.83214e+00,
3.20001e+02,-5.36740e+00,
3.25001e+02,-5.28646e+00,
3.30001e+02,-5.44544e+00,
3.35001e+02,-4.97451e+00,
3.40001e+02,-4.81430e+00,
3.45001e+02,-4.64807e+00,
3.50001e+02,-4.22145e+00,
3.55001e+02,-3.66243e+00,
1.00000e-03,-2.85917e+00,
5.00100e+00,-2.95981e+00,
1.00010e+01,-1.25737e+00,
1.50010e+01,-1.06882e+00,
2.00010e+01,2.73153e-01,
2.50010e+01,7.47517e-01,
3.00010e+01,1.82575e+00,
3.50010e+01,2.25143e+00,
4.00010e+01,3.14092e+00,
4.50010e+01,3.64587e+00,
5.00010e+01,4.61428e+00,
5.50010e+01,5.34750e+00,
6.00010e+01,5.92475e+00,
6.50010e+01,6.54498e+00,
7.00010e+01,6.92091e+00,
7.50010e+01,6.34807e+00,
8.00010e+01,8.59406e+00,
8.50010e+01,5.98974e+00,
9.00010e+01,9.80844e+00,
9.50010e+01,5.88491e+00,
1.00001e+02,1.05553e+01,
1.05001e+02,5.90731e+00,
1.10001e+02,1.07306e+01,
1.15001e+02,5.87389e+00,
1.20001e+02,9.88852e+00,
1.25001e+02,5.47710e+00,
1.30001e+02,8.57296e+00,
1.35001e+02,4.65827e+00,
1.40001e+02,6.60615e+00,
1.45001e+02,4.19496e+00,
1.50001e+02,3.85156e+00,
1.55001e+02,2.29800e+00,
1.60001e+02,9.38980e-01,
1.65001e+02,1.58732e-01,
1.70001e+02,-1.14581e+00,
1.75001e+02,-2.09564e+00,
1.80001e+02,-3.31203e+00,
1.85001e+02,-4.39318e+00,
1.90001e+02,-5.29755e+00,
1.95001e+02,-5.98807e+00,
2.00001e+02,-5.21401e+00,
2.05001e+02,-4.85498e+00,
2.10001e+02,-6.44821e+00,
2.15001e+02,-6.48095e+00,
2.20001e+02,-7.00015e+00,
2.25001e+02,-6.23155e+00,
2.30001e+02,-2.89168e-03,
2.35001e+02,-7.82914e+00,
2.40001e+02,-6.84310e+00,
2.45001e+02,-6.47650e-01,
2.50001e+02,-3.26920e+00,
2.55001e+02,-3.84336e+00,
2.60001e+02,-5.08175e+00,
2.65001e+02,-3.25767e+00,
2.70001e+02,-2.08279e+00,
2.75001e+02,8.93841e-01,
2.80001e+02,1.91284e-01,
2.85001e+02,1.97181e-01,
2.90001e+02,-3.04356e+00,
2.95001e+02,-4.62945e+00,
3.00001e+02,-5.40958e+00,
3.05001e+02,-3.15829e+00,
3.10001e+02,-6.41029e+00,
3.15001e+02,-6.13212e+00,
3.20001e+02,-5.53605e+00,
3.25001e+02,-5.66206e+00,
3.30001e+02,-5.17291e+00,
3.35001e+02,-4.99836e+00,
3.40001e+02,-4.51327e+00,
3.45001e+02,-4.41784e+00,
3.50001e+02,-3.13604e+00,
3.55001e+02,-3.62022e+00,
1.00000e-03,-2.28943e+00,
5.00100e+00,-2.85495e+00,
1.00010e+01,-1.41383e+00,
1.50010e+01,-1.18434e+00,
2.00010e+01,3.26697e-02,
2.50010e+01,4.64468e-01,
3.00010e+01,1.53970e+00,
3.50010e+01,1.96967e+00,
4.00010e+01,3.00080e+00,
4.50010e+01,3.65077e+00,
5.00010e+01,4.64822e+00,
5.50010e+01,5.51123e+00,
6.00010e+01,6.10812e+00,
6.50010e+01,6.65081e+00,
7.00010e+01,6.68011e+00,
7.50010e+01,7.31982e+00,
8.00010e+01,6.80793e+00,
8.50010e+01,8.37020e+00,
9.00010e+01,7.01340e+00,
9.50010e+01,8.83782e+00,
1.00001e+02,8.31549e+00,
1.05001e+02,9.34774e+00,
1.10001e+02,8.40129e+00,
1.15001e+02,8.51683e+00,
1.20001e+02,8.15213e+00,
1.25001e+02,7.85276e+00,
1.30001e+02,7.18176e+00,
1.35001e+02,6.52232e+00,
1.40001e+02,6.24477e+00,
1.45001e+02,4.80359e+00,
1.50001e+02,3.47376e+00,
1.55001e+02,2.19908e+00,
1.60001e+02,1.24678e+00,
1.65001e+02,2.63191e-01,
1.70001e+02,-7.32333e-01,
1.75001e+02,-2.07423e+00,
1.80001e+02,-3.52039e+00,
1.85001e+02,-3.67330e+00,
1.90001e+02,-4.64573e+00,
1.95001e+02,-5.36947e+00,
2.00001e+02,-4.67664e+00,
2.05001e+02,-4.26113e+00,
2.10001e+02,-4.81348e+00,
2.15001e+02,-5.92920e+00,
2.20001e+02,-5.51870e+00,
2.25001e+02,-6.11108e+00,
2.30001e+02,-8.16079e+00,
2.35001e+02,-2.58079e+00,
2.40001e+02,-6.26422e+00,
2.45001e+02,-4.31659e+00,
2.50001e+02,-5.07278e+00,
2.55001e+02,-5.07007e+00,
2.60001e+02,-5.36007e+00,
2.65001e+02,-5.61094e+00,
2.70001e+02,-4.54809e+00,
2.75001e+02,-3.64241e+00,
2.80001e+02,-4.90365e+00,
2.85001e+02,-5.59829e+00,
2.90001e+02,-5.73967e+00,
2.95001e+02,-5.69048e+00,
3.00001e+02,-5.81314e+00,
3.05001e+02,-5.90681e+00,
3.10001e+02,-6.84195e+00,
3.15001e+02,-5.94102e+00,
3.20001e+02,-6.76028e+00,
3.25001e+02,-5.37786e+00,
3.30001e+02,-6.11572e+00,
3.35001e+02,-4.66944e+00,
3.40001e+02,-4.03713e+00,
3.45001e+02,-3.67297e+00,
3.50001e+02,-3.40149e+00,
3.55001e+02,-2.55716e+00,
1.00000e-03,-2.61977e+00,
5.00100e+00,-1.73570e+00,
1.00010e+01,-1.48072e+00,
1.50010e+01,-6.45822e-01,
2.00010e+01,-9.66826e-02,
2.50010e+01,9.14442e-01,
3.00010e+01,1.52840e+00,
3.50010e+01,2.33301e+00,
4.00010e+01,2.94663e+00,
4.50010e+01,3.81172e+00,
5.00010e+01,4.70703e+00,
5.50010e+01,5.27209e+00,
6.00010e+01,5.88964e+00,
6.50010e+01,6.43318e+00,
7.00010e+01,6.97226e+00,
7.50010e+01,6.04064e+00,
8.00010e+01,8.64134e+00,
8.50010e+01,6.45258e+00,
9.00010e+01,9.35026e+00,
9.50010e+01,5.93875e+00,
1.00001e+02,1.01977e+01,
1.05001e+02,5.83457e+00,
1.10001e+02,1.04110e+01,
1.15001e+02,5.73032e+00,
1.20001e+02,9.65382e+00,
1.25001e+02,5.32302e+00,
1.30001e+02,8.29176e+00,
1.35001e+02,4.48479e+00,
1.40001e+02,6.38472e+00,
1.45001e+02,4.18691e+00,
1.50001e+02,3.37092e+00,
1.55001e+02,1.93512e+00,
1.60001e+02,9.40367e-01,
1.65001e+02,-2.67528e-01,
1.70001e+02,-9.03444e-01,
1.75001e+02,-1.85338e+00,
1.80001e+02,-3.14594e+00,
1.85001e+02,-3.84041e+00,
1.90001e+02,-4.29167e+00,
1.95001e+02,-5.64172e+00,
2.00001e+02,-6.73629e+00,
2.05001e+02,-6.63412e+00,
2.10001e+02,-5.93857e+00,
2.15001e+02,-4.00281e+00,
2.20001e+02,-3.28916e+00,
2.25001e+02,-7.20739e+00,
2.30001e+02,-4.81426e+00,
2.35001e+02,-7.58821e+00,
2.40001e+02,8.76455e-01,
2.45001e+02,-7.08028e+00,
2.50001e+02,-2.51952e+00,
2.55001e+02,-7.12952e+00,
2.60001e+02,-3.97109e+00,
2.65001e+02,-7.22847e+00,
2.70001e+02,-4.66362e+00,
2.75001e+02,-8.07353e+00,
2.80001e+02,-2.62471e+00,
2.85001e+02,-3.35350e+00,
2.90001e+02,-6.86088e+00,
2.95001e+02,-4.55361e+00,
3.00001e+02,-6.05944e+00,
3.05001e+02,-5.97445e+00,
3.10001e+02,-5.38020e+00,
3.15001e+02,-6.23077e+00,
3.20001e+02,-5.73018e+00,
3.25001e+02,-5.60333e+00,
3.30001e+02,-5.42919e+00,
3.35001e+02,-4.66779e+00,
3.40001e+02,-4.44414e+00,
3.45001e+02,-3.97929e+00,
3.50001e+02,-3.70429e+00,
3.55001e+02,-2.82228e+00,
1.00000e-03,-2.75530e+00,
5.00100e+00,-1.94970e+00,
