Export File Created with QBlade v0.96 64bit on 09.07.2020 at 17:00:12
_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.14 6panel,_TSR4.5 solidity=0.14 6panel,
Azimuthal Position Blade 1 [deg],Total Tangential Load Blade 1 [m],Azimuthal Position Blade 1 [deg],Total Tangential Load Blade 1 [m],
1.65000e+02,-3.74259e+00,1.65000e+02,-1.12965e+01,
1.70000e+02,-8.38605e+00,1.70000e+02,-1.47702e+01,
1.75000e+02,-9.56508e+00,1.75000e+02,-1.31104e+01,
1.80000e+02,-6.28428e+00,1.80000e+02,-5.40367e+00,
1.85000e+02,5.80842e-01,1.85000e+02,5.89722e+00,
1.90000e+02,9.84433e+00,1.90000e+02,1.82403e+01,
1.95000e+02,2.14732e+01,1.95000e+02,2.82600e+01,
2.00000e+02,2.83476e+01,2.00000e+02,3.55157e+01,
2.05000e+02,3.25718e+01,2.05000e+02,2.59438e+01,
2.10000e+02,3.54225e+01,2.10000e+02,2.66630e+01,
2.15000e+02,3.60116e+01,2.15000e+02,3.56399e+01,
2.20000e+02,4.70766e+01,2.20000e+02,4.67648e+01,
2.25000e+02,5.87574e+01,2.25000e+02,4.80377e+01,
2.30000e+02,6.27929e+01,2.30000e+02,4.56985e+01,
2.35000e+02,6.46226e+01,2.35000e+02,6.39971e+01,
2.40000e+02,5.83685e+01,2.40000e+02,9.57604e+01,
2.45000e+02,6.91586e+01,2.45000e+02,1.07196e+02,
2.50000e+02,6.50974e+01,2.50000e+02,1.22849e+02,
2.55000e+02,6.07338e+01,2.55000e+02,1.32962e+02,
2.60000e+02,4.60277e+01,2.60000e+02,1.43376e+02,
2.65000e+02,2.79975e+01,2.65000e+02,1.16391e+02,
2.70000e+02,5.90333e+01,2.70000e+02,1.14028e+02,
2.75000e+02,7.25951e+01,2.75000e+02,8.41581e+01,
2.80000e+02,7.88466e+01,2.80000e+02,8.51169e+01,
2.85000e+02,8.10434e+01,2.85000e+02,8.41845e+01,
2.90000e+02,7.89832e+01,2.90000e+02,6.39503e+01,
2.95000e+02,7.59294e+01,2.95000e+02,4.97511e+01,
3.00000e+02,5.39344e+01,3.00000e+02,5.86151e+01,
3.05000e+02,4.27701e+01,3.05000e+02,4.25474e+01,
3.10000e+02,5.36647e+01,3.10000e+02,1.67765e+01,
3.15000e+02,5.33828e+01,3.15000e+02,3.92546e+01,
3.20000e+02,2.98007e+01,3.20000e+02,3.38888e+01,
3.25000e+02,2.37293e+01,3.25000e+02,1.53539e+01,
3.30000e+02,2.43956e+01,3.30000e+02,5.88313e+00,
3.35000e+02,2.02693e+01,3.35000e+02,1.32542e+01,
3.40000e+02,1.19407e+01,3.40000e+02,5.50484e+00,
3.45000e+02,1.08802e+01,3.45000e+02,1.52086e+00,
3.50000e+02,-2.93936e+00,3.50000e+02,-6.94497e+00,
3.55000e+02,-8.73435e+00,3.55000e+02,-1.31960e+01,
0.00000e+00,-1.70903e+01,0.00000e+00,-2.31024e+01,
5.00000e+00,-2.16390e+01,5.00000e+00,-3.06065e+01,
1.00000e+01,-2.21663e+01,1.00000e+01,-3.36268e+01,
1.50000e+01,-1.88882e+01,1.50000e+01,-3.16501e+01,
2.00000e+01,-1.06101e+01,2.00000e+01,-2.53575e+01,
2.50000e+01,7.70255e-01,2.50000e+01,-1.28471e+01,
3.00000e+01,1.51753e+01,3.00000e+01,4.67077e+00,
3.50000e+01,3.05657e+01,3.50000e+01,2.51045e+01,
4.00000e+01,4.45597e+01,4.00000e+01,4.61049e+01,
4.50000e+01,5.84970e+01,4.50000e+01,6.46981e+01,
5.00000e+01,7.21565e+01,5.00000e+01,8.22851e+01,
5.50000e+01,8.43844e+01,5.50000e+01,9.91434e+01,
6.00000e+01,9.54763e+01,6.00000e+01,1.14188e+02,
6.50000e+01,1.04790e+02,6.50000e+01,1.27108e+02,
7.00000e+01,1.12466e+02,7.00000e+01,1.37725e+02,
7.50000e+01,1.18481e+02,7.50000e+01,1.46135e+02,
8.00000e+01,1.22676e+02,8.00000e+01,1.51908e+02,
8.50000e+01,1.24997e+02,8.50000e+01,1.55183e+02,
9.00000e+01,1.25439e+02,9.00000e+01,1.55837e+02,
9.50000e+01,1.23906e+02,9.50000e+01,1.53999e+02,
1.00000e+02,1.20573e+02,1.00000e+02,1.49765e+02,
1.05000e+02,1.15554e+02,1.05000e+02,1.43248e+02,
1.10000e+02,1.09002e+02,1.10000e+02,1.34688e+02,
1.15000e+02,1.01082e+02,1.15000e+02,1.24313e+02,
1.20000e+02,9.19680e+01,1.20000e+02,1.12424e+02,
1.25000e+02,8.20380e+01,1.25000e+02,9.92849e+01,
1.30000e+02,7.14300e+01,1.30000e+02,8.52274e+01,
1.35000e+02,6.02817e+01,1.35000e+02,7.05373e+01,
1.40000e+02,4.89321e+01,1.40000e+02,5.53600e+01,
1.45000e+02,3.73814e+01,1.45000e+02,4.03072e+01,
1.50000e+02,2.61845e+01,1.50000e+02,2.50039e+01,
1.55000e+02,1.51904e+01,1.55000e+02,9.98150e+00,
1.60000e+02,4.07103e+00,1.60000e+02,-2.71659e+00,
1.65000e+02,-3.91781e+00,1.65000e+02,-1.10660e+01,
1.70000e+02,-8.47574e+00,1.70000e+02,-1.48136e+01,
1.75000e+02,-9.56284e+00,1.75000e+02,-1.35795e+01,
1.80000e+02,-6.26971e+00,1.80000e+02,-5.09890e+00,
1.85000e+02,5.66717e-01,1.85000e+02,7.30538e+00,
1.90000e+02,9.77844e+00,1.90000e+02,1.80196e+01,
1.95000e+02,2.13240e+01,1.95000e+02,2.61340e+01,
