Export File Created with QBlade v0.96 64bit on 09.07.2020 at 18:19:05
_TSR4.5 solidity=0.10 ua,_TSR4.5 solidity=0.10 ua,_TSR4.5 solidity=0.14 ua 4-2,_TSR4.5 solidity=0.14 ua 4-2,
Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],Azimuthal Position Blade 1 [deg],Total Normal Load Blade 1 [N],
2.85000e+02,-9.14264e+02,2.85000e+02,-1.42047e+03,
2.90000e+02,-7.44650e+02,2.90000e+02,-1.36052e+03,
2.95000e+02,-2.96073e+02,2.95000e+02,-1.39620e+03,
3.00000e+02,-3.20301e+02,3.00000e+02,-1.25427e+03,
3.05000e+02,-3.38877e+02,3.05000e+02,-1.15858e+03,
3.10000e+02,-1.06145e+03,3.10000e+02,-8.10792e+02,
3.15000e+02,-7.27393e+02,3.15000e+02,-8.46864e+02,
3.20000e+02,-9.86874e+02,3.20000e+02,-1.00102e+03,
3.25000e+02,-5.95240e+02,3.25000e+02,-8.81166e+02,
3.30000e+02,-6.80202e+02,3.30000e+02,-8.67553e+02,
3.35000e+02,-6.77970e+02,3.35000e+02,-9.06245e+02,
3.40000e+02,-6.59916e+02,3.40000e+02,-9.29741e+02,
3.45000e+02,-7.19044e+02,3.45000e+02,-9.51699e+02,
3.50000e+02,-6.21922e+02,3.50000e+02,-9.36345e+02,
3.55000e+02,-5.61831e+02,3.55000e+02,-9.04447e+02,
0.00000e+00,-4.02612e+02,0.00000e+00,-7.46668e+02,
5.00000e+00,-2.60988e+02,5.00000e+00,-5.79749e+02,
1.00000e+01,-1.25153e+02,1.00000e+01,-3.66889e+02,
1.50000e+01,1.87049e+01,1.50000e+01,-1.53868e+02,
2.00000e+01,1.97814e+02,2.00000e+01,4.71634e+01,
2.50000e+01,3.54686e+02,2.50000e+01,2.91246e+02,
3.00000e+01,4.97878e+02,3.00000e+01,5.10311e+02,
3.50000e+01,6.18286e+02,3.50000e+01,7.02269e+02,
4.00000e+01,7.01339e+02,4.00000e+01,8.59710e+02,
4.50000e+01,7.49773e+02,4.50000e+01,9.60966e+02,
5.00000e+01,7.93136e+02,5.00000e+01,1.02470e+03,
5.50000e+01,8.25325e+02,5.50000e+01,1.07604e+03,
6.00000e+01,9.19760e+02,6.00000e+01,1.11350e+03,
6.50000e+01,9.49843e+02,6.50000e+01,1.18074e+03,
7.00000e+01,1.04602e+03,7.00000e+01,1.27161e+03,
7.50000e+01,1.07582e+03,7.50000e+01,1.37201e+03,
8.00000e+01,1.10037e+03,8.00000e+01,1.44627e+03,
8.50000e+01,1.09901e+03,8.50000e+01,1.42084e+03,
9.00000e+01,1.06577e+03,9.00000e+01,1.37255e+03,
9.50000e+01,1.02254e+03,9.50000e+01,1.35383e+03,
1.00000e+02,9.61999e+02,1.00000e+02,1.22767e+03,
1.05000e+02,8.82990e+02,1.05000e+02,1.19678e+03,
1.10000e+02,7.90936e+02,1.10000e+02,1.01907e+03,
1.15000e+02,7.21096e+02,1.15000e+02,9.84206e+02,
1.20000e+02,6.48283e+02,1.20000e+02,8.62174e+02,
1.25000e+02,5.50540e+02,1.25000e+02,7.79412e+02,
1.30000e+02,4.94191e+02,1.30000e+02,6.49491e+02,
1.35000e+02,4.20731e+02,1.35000e+02,5.75668e+02,
1.40000e+02,3.89974e+02,1.40000e+02,5.29397e+02,
1.45000e+02,3.55246e+02,1.45000e+02,4.78354e+02,
1.50000e+02,3.25529e+02,1.50000e+02,4.13718e+02,
1.55000e+02,2.81499e+02,1.55000e+02,3.07078e+02,
1.60000e+02,2.01026e+02,1.60000e+02,1.80403e+02,
1.65000e+02,1.16448e+02,1.65000e+02,4.94298e+01,
1.70000e+02,2.64878e+01,1.70000e+02,-7.97980e+01,
1.75000e+02,-6.38853e+01,1.75000e+02,-2.42256e+02,
1.80000e+02,-1.82760e+02,1.80000e+02,-4.05475e+02,
1.85000e+02,-2.96681e+02,1.85000e+02,-5.14874e+02,
1.90000e+02,-3.65126e+02,1.90000e+02,-6.07413e+02,
1.95000e+02,-4.48807e+02,1.95000e+02,-6.73486e+02,
2.00000e+02,-4.83254e+02,2.00000e+02,-7.46639e+02,
2.05000e+02,-5.53138e+02,2.05000e+02,-7.84361e+02,
2.10000e+02,-5.81514e+02,2.10000e+02,-8.03523e+02,
2.15000e+02,-6.43430e+02,2.15000e+02,-9.14176e+02,
2.20000e+02,-7.75680e+02,2.20000e+02,-1.11176e+03,
2.25000e+02,-9.38047e+02,2.25000e+02,-1.13218e+03,
2.30000e+02,-1.00952e+03,2.30000e+02,-1.17600e+03,
2.35000e+02,-1.00584e+03,2.35000e+02,-1.09124e+03,
2.40000e+02,-9.72922e+02,2.40000e+02,-1.20124e+03,
2.45000e+02,-9.30743e+02,2.45000e+02,-1.37242e+03,
2.50000e+02,-9.13295e+02,2.50000e+02,-1.81058e+03,
2.55000e+02,-8.96940e+02,2.55000e+02,-1.07672e+03,
2.60000e+02,-8.91075e+02,2.60000e+02,-1.56576e+03,
2.65000e+02,-8.87409e+02,2.65000e+02,-1.29222e+03,
2.70000e+02,-7.49905e+02,2.70000e+02,-1.03756e+03,
2.75000e+02,-9.85581e+02,2.75000e+02,-8.76787e+02,
2.80000e+02,-1.23722e+03,2.80000e+02,-6.84188e+02,
2.85000e+02,-1.03295e+03,2.85000e+02,-7.35616e+02,
2.90000e+02,-7.42185e+02,2.90000e+02,-9.83864e+02,
2.95000e+02,-4.07692e+02,2.95000e+02,-1.18927e+03,
3.00000e+02,-5.02763e+02,3.00000e+02,-1.12044e+03,
3.05000e+02,-6.90316e+02,3.05000e+02,-9.47208e+02,
3.10000e+02,-5.53889e+02,3.10000e+02,-7.98874e+02,
3.15000e+02,-3.91650e+02,3.15000e+02,-9.06287e+02,
3.20000e+02,-4.04037e+02,3.20000e+02,-1.00693e+03,
3.25000e+02,-3.75220e+02,3.25000e+02,-8.87673e+02,
3.30000e+02,-6.97592e+02,3.30000e+02,-8.63035e+02,
3.35000e+02,-6.39557e+02,3.35000e+02,-9.20889e+02,
3.40000e+02,-6.27065e+02,3.40000e+02,-9.42804e+02,
3.45000e+02,-6.17820e+02,3.45000e+02,-9.48086e+02,
3.50000e+02,-6.40781e+02,3.50000e+02,-9.31416e+02,
3.55000e+02,-5.25638e+02,3.55000e+02,-9.12723e+02,
0.00000e+00,-3.98653e+02,0.00000e+00,-7.58642e+02,
5.00000e+00,-2.35241e+02,5.00000e+00,-6.12516e+02,
1.00000e+01,-1.05730e+02,1.00000e+01,-3.63311e+02,
